record_id,line,product_variant,unit_id,date,defect_found,defect_type
D002850,Line A,Pro,LineA-PRO-00600,2026-05-25,FALSE,
D002866,Line A,Pro,LineA-PRO-00616,2026-05-25,FALSE,
D002914,Line A,Pro,LineA-PRO-00664,2026-05-25,FALSE,
D002961,Line A,Pro,LineA-PRO-00711,2026-05-25,FALSE,
D003136,Line A,Pro,LineA-PRO-00886,2026-05-25,FALSE,
D003154,Line A,Pro,LineA-PRO-00904,2026-05-25,TRUE,capacitor_leak
D003315,Line A,Pro,LineA-PRO-01065,2026-05-25,FALSE,
D003381,Line A,Pro,LineA-PRO-01131,2026-05-25,FALSE,
D003413,Line A,Pro,LineA-PRO-01163,2026-05-25,FALSE,
D003444,Line A,Pro,LineA-PRO-01194,2026-05-25,FALSE,
D003585,Line A,Pro,LineA-PRO-01335,2026-05-25,FALSE,
D003714,Line A,Pro,LineA-PRO-01464,2026-05-25,FALSE,
D003758,Line A,Pro,LineA-PRO-01508,2026-05-25,FALSE,
D003777,Line A,Pro,LineA-PRO-01527,2026-05-25,FALSE,
D003824,Line A,Pro,LineA-PRO-01574,2026-05-25,FALSE,
D003894,Line A,Pro,LineA-PRO-01644,2026-05-25,FALSE,
D003949,Line A,Pro,LineA-PRO-01699,2026-05-25,FALSE,
D004135,Line A,Pro,LineA-PRO-01885,2026-05-25,FALSE,
D004137,Line A,Pro,LineA-PRO-01887,2026-05-25,FALSE,
D004143,Line A,Pro,LineA-PRO-01893,2026-05-25,FALSE,
D004179,Line A,Pro,LineA-PRO-01929,2026-05-25,FALSE,
D004264,Line A,Pro,LineA-PRO-02014,2026-05-25,FALSE,
D004302,Line A,Pro,LineA-PRO-02052,2026-05-25,FALSE,
D004439,Line A,Pro,LineA-PRO-02189,2026-05-25,FALSE,
D004518,Line A,Pro,LineA-PRO-02268,2026-05-25,FALSE,
D004562,Line A,Pro,LineA-PRO-02312,2026-05-25,FALSE,
D004567,Line A,Pro,LineA-PRO-02317,2026-05-25,FALSE,
D004585,Line A,Pro,LineA-PRO-02335,2026-05-25,TRUE,screen_dead_pixel
D004798,Line A,Pro,LineA-PRO-02548,2026-05-25,FALSE,
D004950,Line A,Pro,LineA-PRO-02700,2026-05-25,FALSE,
D004980,Line A,Pro,LineA-PRO-02730,2026-05-25,FALSE,
D005044,Line B,Standard,LineB-STA-00044,2026-05-25,FALSE,
D005099,Line B,Standard,LineB-STA-00099,2026-05-25,FALSE,
D005151,Line B,Standard,LineB-STA-00151,2026-05-25,FALSE,
D005266,Line B,Standard,LineB-STA-00266,2026-05-25,FALSE,
D005299,Line B,Standard,LineB-STA-00299,2026-05-25,FALSE,
D005393,Line B,Standard,LineB-STA-00393,2026-05-25,FALSE,
D005407,Line B,Standard,LineB-STA-00407,2026-05-25,FALSE,
D005490,Line B,Standard,LineB-STA-00490,2026-05-25,FALSE,
D005503,Line B,Standard,LineB-STA-00503,2026-05-25,FALSE,
D005578,Line B,Standard,LineB-STA-00578,2026-05-25,FALSE,
D005631,Line B,Standard,LineB-STA-00631,2026-05-25,FALSE,
D005675,Line B,Standard,LineB-STA-00675,2026-05-25,TRUE,firmware_flash_fail
D005930,Line B,Standard,LineB-STA-00930,2026-05-25,FALSE,
D005998,Line B,Standard,LineB-STA-00998,2026-05-25,FALSE,
D006033,Line B,Standard,LineB-STA-01033,2026-05-25,FALSE,
D006068,Line B,Standard,LineB-STA-01068,2026-05-25,FALSE,
D006071,Line B,Standard,LineB-STA-01071,2026-05-25,FALSE,
D006085,Line B,Standard,LineB-STA-01085,2026-05-25,FALSE,
D006114,Line B,Standard,LineB-STA-01114,2026-05-25,FALSE,
D006168,Line B,Standard,LineB-STA-01168,2026-05-25,FALSE,
D006432,Line B,Standard,LineB-STA-01432,2026-05-25,FALSE,
D006715,Line B,Standard,LineB-STA-01715,2026-05-25,FALSE,
D006738,Line B,Standard,LineB-STA-01738,2026-05-25,FALSE,
D006828,Line B,Standard,LineB-STA-01828,2026-05-25,FALSE,
D006889,Line B,Standard,LineB-STA-01889,2026-05-25,FALSE,
D006926,Line B,Standard,LineB-STA-01926,2026-05-25,FALSE,
D007108,Line B,Standard,LineB-STA-02108,2026-05-25,FALSE,
D007161,Line B,Standard,LineB-STA-02161,2026-05-25,FALSE,
D007216,Line B,Standard,LineB-STA-02216,2026-05-25,FALSE,
D007295,Line B,Standard,LineB-STA-02295,2026-05-25,FALSE,
D007765,Line B,Standard,LineB-STA-02765,2026-05-25,TRUE,capacitor_leak
D007850,Line B,Standard,LineB-STA-02850,2026-05-25,FALSE,
D008271,Line B,Standard,LineB-STA-03271,2026-05-25,FALSE,
D008378,Line B,Standard,LineB-STA-03378,2026-05-25,FALSE,
D008599,Line B,Standard,LineB-STA-03599,2026-05-25,FALSE,
D008847,Line B,Standard,LineB-STA-03847,2026-05-25,FALSE,
D009050,Line B,Standard,LineB-STA-04050,2026-05-25,FALSE,
D009063,Line B,Standard,LineB-STA-04063,2026-05-25,FALSE,
D009084,Line B,Standard,LineB-STA-04084,2026-05-25,FALSE,
D009151,Line B,Standard,LineB-STA-04151,2026-05-25,TRUE,cosmetic_scratch
D009202,Line B,Standard,LineB-STA-04202,2026-05-25,FALSE,
D009342,Line B,Pro,LineB-PRO-00092,2026-05-25,FALSE,
D009474,Line B,Pro,LineB-PRO-00224,2026-05-25,FALSE,
D009587,Line B,Pro,LineB-PRO-00337,2026-05-25,FALSE,
D009796,Line B,Pro,LineB-PRO-00546,2026-05-25,FALSE,
D009867,Line B,Pro,LineB-PRO-00617,2026-05-25,FALSE,
D009963,Line B,Pro,LineB-PRO-00713,2026-05-25,FALSE,
D000091,Line A,Standard,LineA-STA-00091,2026-05-26,FALSE,
D000730,Line A,Standard,LineA-STA-00730,2026-05-26,FALSE,
D000770,Line A,Standard,LineA-STA-00770,2026-05-26,FALSE,
D000814,Line A,Standard,LineA-STA-00814,2026-05-26,FALSE,
D000831,Line A,Standard,LineA-STA-00831,2026-05-26,FALSE,
D000860,Line A,Standard,LineA-STA-00860,2026-05-26,FALSE,
D000895,Line A,Standard,LineA-STA-00895,2026-05-26,FALSE,
D000920,Line A,Standard,LineA-STA-00920,2026-05-26,FALSE,
D001004,Line A,Standard,LineA-STA-01004,2026-05-26,FALSE,
D001074,Line A,Standard,LineA-STA-01074,2026-05-26,FALSE,
D001483,Line A,Standard,LineA-STA-01483,2026-05-26,FALSE,
D001488,Line A,Standard,LineA-STA-01488,2026-05-26,FALSE,
D001636,Line A,Standard,LineA-STA-01636,2026-05-26,FALSE,
D001731,Line A,Standard,LineA-STA-01731,2026-05-26,TRUE,capacitor_leak
D001864,Line A,Standard,LineA-STA-01864,2026-05-26,FALSE,
D001962,Line A,Standard,LineA-STA-01962,2026-05-26,FALSE,
D001966,Line A,Standard,LineA-STA-01966,2026-05-26,FALSE,
D002074,Line A,Standard,LineA-STA-02074,2026-05-26,FALSE,
D002252,Line A,Pro,LineA-PRO-00002,2026-05-26,FALSE,
D002261,Line A,Pro,LineA-PRO-00011,2026-05-26,FALSE,
D002284,Line A,Pro,LineA-PRO-00034,2026-05-26,FALSE,
D002432,Line A,Pro,LineA-PRO-00182,2026-05-26,FALSE,
D002443,Line A,Pro,LineA-PRO-00193,2026-05-26,FALSE,
D002538,Line A,Pro,LineA-PRO-00288,2026-05-26,FALSE,
D002572,Line A,Pro,LineA-PRO-00322,2026-05-26,FALSE,
D002766,Line A,Pro,LineA-PRO-00516,2026-05-26,FALSE,
D002806,Line A,Pro,LineA-PRO-00556,2026-05-26,FALSE,
D002854,Line A,Pro,LineA-PRO-00604,2026-05-26,FALSE,
D003216,Line A,Pro,LineA-PRO-00966,2026-05-26,FALSE,
D003320,Line A,Pro,LineA-PRO-01070,2026-05-26,FALSE,
D003504,Line A,Pro,LineA-PRO-01254,2026-05-26,FALSE,
D003521,Line A,Pro,LineA-PRO-01271,2026-05-26,FALSE,
D003615,Line A,Pro,LineA-PRO-01365,2026-05-26,FALSE,
D003646,Line A,Pro,LineA-PRO-01396,2026-05-26,FALSE,
D003674,Line A,Pro,LineA-PRO-01424,2026-05-26,FALSE,
D003687,Line A,Pro,LineA-PRO-01437,2026-05-26,FALSE,
D003713,Line A,Pro,LineA-PRO-01463,2026-05-26,FALSE,
D003904,Line A,Pro,LineA-PRO-01654,2026-05-26,TRUE,screen_dead_pixel
D003915,Line A,Pro,LineA-PRO-01665,2026-05-26,FALSE,
D003990,Line A,Pro,LineA-PRO-01740,2026-05-26,FALSE,
D004000,Line A,Pro,LineA-PRO-01750,2026-05-26,FALSE,
D004007,Line A,Pro,LineA-PRO-01757,2026-05-26,FALSE,
D004027,Line A,Pro,LineA-PRO-01777,2026-05-26,FALSE,
D004117,Line A,Pro,LineA-PRO-01867,2026-05-26,FALSE,
D004141,Line A,Pro,LineA-PRO-01891,2026-05-26,FALSE,
D004160,Line A,Pro,LineA-PRO-01910,2026-05-26,FALSE,
D004215,Line A,Pro,LineA-PRO-01965,2026-05-26,TRUE,battery_swell
D004255,Line A,Pro,LineA-PRO-02005,2026-05-26,FALSE,
D004283,Line A,Pro,LineA-PRO-02033,2026-05-26,FALSE,
D004318,Line A,Pro,LineA-PRO-02068,2026-05-26,FALSE,
D004373,Line A,Pro,LineA-PRO-02123,2026-05-26,TRUE,cosmetic_scratch
D004456,Line A,Pro,LineA-PRO-02206,2026-05-26,FALSE,
D004717,Line A,Pro,LineA-PRO-02467,2026-05-26,FALSE,
D004831,Line A,Pro,LineA-PRO-02581,2026-05-26,FALSE,
D004956,Line A,Pro,LineA-PRO-02706,2026-05-26,FALSE,
D004993,Line A,Pro,LineA-PRO-02743,2026-05-26,FALSE,
D005037,Line B,Standard,LineB-STA-00037,2026-05-26,FALSE,
D005065,Line B,Standard,LineB-STA-00065,2026-05-26,FALSE,
D005108,Line B,Standard,LineB-STA-00108,2026-05-26,FALSE,
D005161,Line B,Standard,LineB-STA-00161,2026-05-26,FALSE,
D005187,Line B,Standard,LineB-STA-00187,2026-05-26,FALSE,
D005221,Line B,Standard,LineB-STA-00221,2026-05-26,FALSE,
D005516,Line B,Standard,LineB-STA-00516,2026-05-26,FALSE,
D005657,Line B,Standard,LineB-STA-00657,2026-05-26,FALSE,
D005666,Line B,Standard,LineB-STA-00666,2026-05-26,FALSE,
D005852,Line B,Standard,LineB-STA-00852,2026-05-26,FALSE,
D005966,Line B,Standard,LineB-STA-00966,2026-05-26,FALSE,
D006027,Line B,Standard,LineB-STA-01027,2026-05-26,FALSE,
D006100,Line B,Standard,LineB-STA-01100,2026-05-26,FALSE,
D006145,Line B,Standard,LineB-STA-01145,2026-05-26,FALSE,
D006175,Line B,Standard,LineB-STA-01175,2026-05-26,FALSE,
D006190,Line B,Standard,LineB-STA-01190,2026-05-26,FALSE,
D006279,Line B,Standard,LineB-STA-01279,2026-05-26,FALSE,
D006617,Line B,Standard,LineB-STA-01617,2026-05-26,FALSE,
D006661,Line B,Standard,LineB-STA-01661,2026-05-26,FALSE,
D006838,Line B,Standard,LineB-STA-01838,2026-05-26,FALSE,
D006877,Line B,Standard,LineB-STA-01877,2026-05-26,FALSE,
D006981,Line B,Standard,LineB-STA-01981,2026-05-26,FALSE,
D007176,Line B,Standard,LineB-STA-02176,2026-05-26,FALSE,
D007313,Line B,Standard,LineB-STA-02313,2026-05-26,FALSE,
D007337,Line B,Standard,LineB-STA-02337,2026-05-26,FALSE,
D007377,Line B,Standard,LineB-STA-02377,2026-05-26,FALSE,
D007519,Line B,Standard,LineB-STA-02519,2026-05-26,FALSE,
D007557,Line B,Standard,LineB-STA-02557,2026-05-26,FALSE,
D007580,Line B,Standard,LineB-STA-02580,2026-05-26,FALSE,
D007642,Line B,Standard,LineB-STA-02642,2026-05-26,FALSE,
D007766,Line B,Standard,LineB-STA-02766,2026-05-26,FALSE,
D007804,Line B,Standard,LineB-STA-02804,2026-05-26,FALSE,
D007924,Line B,Standard,LineB-STA-02924,2026-05-26,FALSE,
D008038,Line B,Standard,LineB-STA-03038,2026-05-26,FALSE,
D008099,Line B,Standard,LineB-STA-03099,2026-05-26,FALSE,
D008240,Line B,Standard,LineB-STA-03240,2026-05-26,FALSE,
D008326,Line B,Standard,LineB-STA-03326,2026-05-26,FALSE,
D008396,Line B,Standard,LineB-STA-03396,2026-05-26,FALSE,
D008448,Line B,Standard,LineB-STA-03448,2026-05-26,FALSE,
D008474,Line B,Standard,LineB-STA-03474,2026-05-26,FALSE,
D008475,Line B,Standard,LineB-STA-03475,2026-05-26,FALSE,
D008648,Line B,Standard,LineB-STA-03648,2026-05-26,FALSE,
D008892,Line B,Standard,LineB-STA-03892,2026-05-26,FALSE,
D008954,Line B,Standard,LineB-STA-03954,2026-05-26,FALSE,
D009186,Line B,Standard,LineB-STA-04186,2026-05-26,FALSE,
D009199,Line B,Standard,LineB-STA-04199,2026-05-26,FALSE,
D009308,Line B,Pro,LineB-PRO-00058,2026-05-26,FALSE,
D009390,Line B,Pro,LineB-PRO-00140,2026-05-26,FALSE,
D009429,Line B,Pro,LineB-PRO-00179,2026-05-26,FALSE,
D009532,Line B,Pro,LineB-PRO-00282,2026-05-26,FALSE,
D009692,Line B,Pro,LineB-PRO-00442,2026-05-26,FALSE,
D009778,Line B,Pro,LineB-PRO-00528,2026-05-26,FALSE,
D009782,Line B,Pro,LineB-PRO-00532,2026-05-26,FALSE,
D009896,Line B,Pro,LineB-PRO-00646,2026-05-26,FALSE,
D010001,Line B,Pro,LineB-PRO-00751,2026-05-26,FALSE,
D000028,Line A,Standard,LineA-STA-00028,2026-05-27,FALSE,
D000191,Line A,Standard,LineA-STA-00191,2026-05-27,FALSE,
D000257,Line A,Standard,LineA-STA-00257,2026-05-27,FALSE,
D000429,Line A,Standard,LineA-STA-00429,2026-05-27,FALSE,
D000529,Line A,Standard,LineA-STA-00529,2026-05-27,FALSE,
D000853,Line A,Standard,LineA-STA-00853,2026-05-27,FALSE,
D000918,Line A,Standard,LineA-STA-00918,2026-05-27,FALSE,
D000957,Line A,Standard,LineA-STA-00957,2026-05-27,FALSE,
D001043,Line A,Standard,LineA-STA-01043,2026-05-27,FALSE,
D001172,Line A,Standard,LineA-STA-01172,2026-05-27,FALSE,
D001199,Line A,Standard,LineA-STA-01199,2026-05-27,FALSE,
D001211,Line A,Standard,LineA-STA-01211,2026-05-27,FALSE,
D001310,Line A,Standard,LineA-STA-01310,2026-05-27,FALSE,
D001348,Line A,Standard,LineA-STA-01348,2026-05-27,FALSE,
D001379,Line A,Standard,LineA-STA-01379,2026-05-27,FALSE,
D001386,Line A,Standard,LineA-STA-01386,2026-05-27,FALSE,
D001721,Line A,Standard,LineA-STA-01721,2026-05-27,FALSE,
D001925,Line A,Standard,LineA-STA-01925,2026-05-27,FALSE,
D002025,Line A,Standard,LineA-STA-02025,2026-05-27,FALSE,
D002147,Line A,Standard,LineA-STA-02147,2026-05-27,FALSE,
D002155,Line A,Standard,LineA-STA-02155,2026-05-27,FALSE,
D002527,Line A,Pro,LineA-PRO-00277,2026-05-27,FALSE,
D002543,Line A,Pro,LineA-PRO-00293,2026-05-27,FALSE,
D002615,Line A,Pro,LineA-PRO-00365,2026-05-27,FALSE,
D002695,Line A,Pro,LineA-PRO-00445,2026-05-27,FALSE,
D002783,Line A,Pro,LineA-PRO-00533,2026-05-27,FALSE,
D003007,Line A,Pro,LineA-PRO-00757,2026-05-27,FALSE,
D003026,Line A,Pro,LineA-PRO-00776,2026-05-27,FALSE,
D003059,Line A,Pro,LineA-PRO-00809,2026-05-27,FALSE,
D003092,Line A,Pro,LineA-PRO-00842,2026-05-27,FALSE,
D003149,Line A,Pro,LineA-PRO-00899,2026-05-27,FALSE,
D003151,Line A,Pro,LineA-PRO-00901,2026-05-27,FALSE,
D003375,Line A,Pro,LineA-PRO-01125,2026-05-27,FALSE,
D003409,Line A,Pro,LineA-PRO-01159,2026-05-27,FALSE,
D003425,Line A,Pro,LineA-PRO-01175,2026-05-27,FALSE,
D003510,Line A,Pro,LineA-PRO-01260,2026-05-27,FALSE,
D003765,Line A,Pro,LineA-PRO-01515,2026-05-27,FALSE,
D003804,Line A,Pro,LineA-PRO-01554,2026-05-27,FALSE,
D003815,Line A,Pro,LineA-PRO-01565,2026-05-27,TRUE,housing_crack
D003843,Line A,Pro,LineA-PRO-01593,2026-05-27,FALSE,
D004015,Line A,Pro,LineA-PRO-01765,2026-05-27,FALSE,
D004031,Line A,Pro,LineA-PRO-01781,2026-05-27,FALSE,
D004325,Line A,Pro,LineA-PRO-02075,2026-05-27,FALSE,
D004391,Line A,Pro,LineA-PRO-02141,2026-05-27,FALSE,
D004419,Line A,Pro,LineA-PRO-02169,2026-05-27,FALSE,
D004671,Line A,Pro,LineA-PRO-02421,2026-05-27,FALSE,
D004706,Line A,Pro,LineA-PRO-02456,2026-05-27,FALSE,
D004871,Line A,Pro,LineA-PRO-02621,2026-05-27,FALSE,
D004886,Line A,Pro,LineA-PRO-02636,2026-05-27,FALSE,
D005083,Line B,Standard,LineB-STA-00083,2026-05-27,FALSE,
D005122,Line B,Standard,LineB-STA-00122,2026-05-27,FALSE,
D005152,Line B,Standard,LineB-STA-00152,2026-05-27,FALSE,
D005160,Line B,Standard,LineB-STA-00160,2026-05-27,FALSE,
D005298,Line B,Standard,LineB-STA-00298,2026-05-27,FALSE,
D005500,Line B,Standard,LineB-STA-00500,2026-05-27,FALSE,
D005630,Line B,Standard,LineB-STA-00630,2026-05-27,FALSE,
D005659,Line B,Standard,LineB-STA-00659,2026-05-27,FALSE,
D005683,Line B,Standard,LineB-STA-00683,2026-05-27,FALSE,
D005734,Line B,Standard,LineB-STA-00734,2026-05-27,FALSE,
D005768,Line B,Standard,LineB-STA-00768,2026-05-27,FALSE,
D005830,Line B,Standard,LineB-STA-00830,2026-05-27,FALSE,
D005908,Line B,Standard,LineB-STA-00908,2026-05-27,FALSE,
D006243,Line B,Standard,LineB-STA-01243,2026-05-27,FALSE,
D006391,Line B,Standard,LineB-STA-01391,2026-05-27,FALSE,
D006420,Line B,Standard,LineB-STA-01420,2026-05-27,FALSE,
D006431,Line B,Standard,LineB-STA-01431,2026-05-27,FALSE,
D006459,Line B,Standard,LineB-STA-01459,2026-05-27,FALSE,
D006483,Line B,Standard,LineB-STA-01483,2026-05-27,FALSE,
D006603,Line B,Standard,LineB-STA-01603,2026-05-27,FALSE,
D006619,Line B,Standard,LineB-STA-01619,2026-05-27,FALSE,
D006650,Line B,Standard,LineB-STA-01650,2026-05-27,FALSE,
D006665,Line B,Standard,LineB-STA-01665,2026-05-27,FALSE,
D006747,Line B,Standard,LineB-STA-01747,2026-05-27,FALSE,
D006776,Line B,Standard,LineB-STA-01776,2026-05-27,FALSE,
D006792,Line B,Standard,LineB-STA-01792,2026-05-27,FALSE,
D006933,Line B,Standard,LineB-STA-01933,2026-05-27,FALSE,
D006937,Line B,Standard,LineB-STA-01937,2026-05-27,FALSE,
D006942,Line B,Standard,LineB-STA-01942,2026-05-27,FALSE,
D007059,Line B,Standard,LineB-STA-02059,2026-05-27,FALSE,
D007140,Line B,Standard,LineB-STA-02140,2026-05-27,FALSE,
D007264,Line B,Standard,LineB-STA-02264,2026-05-27,FALSE,
D007280,Line B,Standard,LineB-STA-02280,2026-05-27,FALSE,
D007370,Line B,Standard,LineB-STA-02370,2026-05-27,FALSE,
D007438,Line B,Standard,LineB-STA-02438,2026-05-27,FALSE,
D007479,Line B,Standard,LineB-STA-02479,2026-05-27,FALSE,
D007492,Line B,Standard,LineB-STA-02492,2026-05-27,FALSE,
D007502,Line B,Standard,LineB-STA-02502,2026-05-27,FALSE,
D007554,Line B,Standard,LineB-STA-02554,2026-05-27,FALSE,
D007696,Line B,Standard,LineB-STA-02696,2026-05-27,FALSE,
D007701,Line B,Standard,LineB-STA-02701,2026-05-27,FALSE,
D007927,Line B,Standard,LineB-STA-02927,2026-05-27,FALSE,
D007960,Line B,Standard,LineB-STA-02960,2026-05-27,FALSE,
D007962,Line B,Standard,LineB-STA-02962,2026-05-27,FALSE,
D008101,Line B,Standard,LineB-STA-03101,2026-05-27,FALSE,
D008176,Line B,Standard,LineB-STA-03176,2026-05-27,FALSE,
D008188,Line B,Standard,LineB-STA-03188,2026-05-27,FALSE,
D008349,Line B,Standard,LineB-STA-03349,2026-05-27,FALSE,
D008621,Line B,Standard,LineB-STA-03621,2026-05-27,FALSE,
D008837,Line B,Standard,LineB-STA-03837,2026-05-27,FALSE,
D009127,Line B,Standard,LineB-STA-04127,2026-05-27,FALSE,
D009173,Line B,Standard,LineB-STA-04173,2026-05-27,FALSE,
D009182,Line B,Standard,LineB-STA-04182,2026-05-27,FALSE,
D009763,Line B,Pro,LineB-PRO-00513,2026-05-27,FALSE,
D009815,Line B,Pro,LineB-PRO-00565,2026-05-27,FALSE,
D009915,Line B,Pro,LineB-PRO-00665,2026-05-27,FALSE,
D000050,Line A,Standard,LineA-STA-00050,2026-05-28,FALSE,
D000109,Line A,Standard,LineA-STA-00109,2026-05-28,FALSE,
D000364,Line A,Standard,LineA-STA-00364,2026-05-28,FALSE,
D000412,Line A,Standard,LineA-STA-00412,2026-05-28,FALSE,
D000437,Line A,Standard,LineA-STA-00437,2026-05-28,FALSE,
D000476,Line A,Standard,LineA-STA-00476,2026-05-28,FALSE,
D000521,Line A,Standard,LineA-STA-00521,2026-05-28,FALSE,
D000597,Line A,Standard,LineA-STA-00597,2026-05-28,FALSE,
D000825,Line A,Standard,LineA-STA-00825,2026-05-28,FALSE,
D000861,Line A,Standard,LineA-STA-00861,2026-05-28,FALSE,
D000972,Line A,Standard,LineA-STA-00972,2026-05-28,FALSE,
D001015,Line A,Standard,LineA-STA-01015,2026-05-28,FALSE,
D001045,Line A,Standard,LineA-STA-01045,2026-05-28,FALSE,
D001079,Line A,Standard,LineA-STA-01079,2026-05-28,FALSE,
D001154,Line A,Standard,LineA-STA-01154,2026-05-28,FALSE,
D001208,Line A,Standard,LineA-STA-01208,2026-05-28,FALSE,
D001264,Line A,Standard,LineA-STA-01264,2026-05-28,FALSE,
D001647,Line A,Standard,LineA-STA-01647,2026-05-28,FALSE,
D001658,Line A,Standard,LineA-STA-01658,2026-05-28,FALSE,
D001666,Line A,Standard,LineA-STA-01666,2026-05-28,FALSE,
D001693,Line A,Standard,LineA-STA-01693,2026-05-28,FALSE,
D001743,Line A,Standard,LineA-STA-01743,2026-05-28,FALSE,
D001912,Line A,Standard,LineA-STA-01912,2026-05-28,FALSE,
D001940,Line A,Standard,LineA-STA-01940,2026-05-28,FALSE,
D002022,Line A,Standard,LineA-STA-02022,2026-05-28,FALSE,
D002064,Line A,Standard,LineA-STA-02064,2026-05-28,FALSE,
D002197,Line A,Standard,LineA-STA-02197,2026-05-28,FALSE,
D002300,Line A,Pro,LineA-PRO-00050,2026-05-28,TRUE,capacitor_leak
D002390,Line A,Pro,LineA-PRO-00140,2026-05-28,FALSE,
D002435,Line A,Pro,LineA-PRO-00185,2026-05-28,FALSE,
D002477,Line A,Pro,LineA-PRO-00227,2026-05-28,FALSE,
D002551,Line A,Pro,LineA-PRO-00301,2026-05-28,FALSE,
D002724,Line A,Pro,LineA-PRO-00474,2026-05-28,FALSE,
D002872,Line A,Pro,LineA-PRO-00622,2026-05-28,TRUE,screen_dead_pixel
D002975,Line A,Pro,LineA-PRO-00725,2026-05-28,TRUE,label_misprint
D003071,Line A,Pro,LineA-PRO-00821,2026-05-28,FALSE,
D003105,Line A,Pro,LineA-PRO-00855,2026-05-28,FALSE,
D003119,Line A,Pro,LineA-PRO-00869,2026-05-28,FALSE,
D003145,Line A,Pro,LineA-PRO-00895,2026-05-28,FALSE,
D003507,Line A,Pro,LineA-PRO-01257,2026-05-28,FALSE,
D003864,Line A,Pro,LineA-PRO-01614,2026-05-28,FALSE,
D003931,Line A,Pro,LineA-PRO-01681,2026-05-28,FALSE,
D004088,Line A,Pro,LineA-PRO-01838,2026-05-28,FALSE,
D004129,Line A,Pro,LineA-PRO-01879,2026-05-28,FALSE,
D004205,Line A,Pro,LineA-PRO-01955,2026-05-28,FALSE,
D004272,Line A,Pro,LineA-PRO-02022,2026-05-28,FALSE,
D004316,Line A,Pro,LineA-PRO-02066,2026-05-28,FALSE,
D004481,Line A,Pro,LineA-PRO-02231,2026-05-28,FALSE,
D004530,Line A,Pro,LineA-PRO-02280,2026-05-28,FALSE,
D004571,Line A,Pro,LineA-PRO-02321,2026-05-28,FALSE,
D004654,Line A,Pro,LineA-PRO-02404,2026-05-28,FALSE,
D004656,Line A,Pro,LineA-PRO-02406,2026-05-28,FALSE,
D004788,Line A,Pro,LineA-PRO-02538,2026-05-28,FALSE,
D004800,Line A,Pro,LineA-PRO-02550,2026-05-28,FALSE,
D004841,Line A,Pro,LineA-PRO-02591,2026-05-28,FALSE,
D004969,Line A,Pro,LineA-PRO-02719,2026-05-28,FALSE,
D005061,Line B,Standard,LineB-STA-00061,2026-05-28,FALSE,
D005064,Line B,Standard,LineB-STA-00064,2026-05-28,FALSE,
D005262,Line B,Standard,LineB-STA-00262,2026-05-28,FALSE,
D005310,Line B,Standard,LineB-STA-00310,2026-05-28,FALSE,
D005426,Line B,Standard,LineB-STA-00426,2026-05-28,FALSE,
D005432,Line B,Standard,LineB-STA-00432,2026-05-28,FALSE,
D005840,Line B,Standard,LineB-STA-00840,2026-05-28,FALSE,
D006076,Line B,Standard,LineB-STA-01076,2026-05-28,FALSE,
D006126,Line B,Standard,LineB-STA-01126,2026-05-28,FALSE,
D006268,Line B,Standard,LineB-STA-01268,2026-05-28,FALSE,
D006323,Line B,Standard,LineB-STA-01323,2026-05-28,FALSE,
D006461,Line B,Standard,LineB-STA-01461,2026-05-28,FALSE,
D006563,Line B,Standard,LineB-STA-01563,2026-05-28,FALSE,
D006714,Line B,Standard,LineB-STA-01714,2026-05-28,TRUE,connector_seating
D006809,Line B,Standard,LineB-STA-01809,2026-05-28,FALSE,
D006867,Line B,Standard,LineB-STA-01867,2026-05-28,FALSE,
D006941,Line B,Standard,LineB-STA-01941,2026-05-28,FALSE,
D007175,Line B,Standard,LineB-STA-02175,2026-05-28,FALSE,
D007398,Line B,Standard,LineB-STA-02398,2026-05-28,FALSE,
D007562,Line B,Standard,LineB-STA-02562,2026-05-28,FALSE,
D007586,Line B,Standard,LineB-STA-02586,2026-05-28,FALSE,
D007655,Line B,Standard,LineB-STA-02655,2026-05-28,FALSE,
D007725,Line B,Standard,LineB-STA-02725,2026-05-28,FALSE,
D007761,Line B,Standard,LineB-STA-02761,2026-05-28,FALSE,
D007876,Line B,Standard,LineB-STA-02876,2026-05-28,FALSE,
D008014,Line B,Standard,LineB-STA-03014,2026-05-28,FALSE,
D008056,Line B,Standard,LineB-STA-03056,2026-05-28,TRUE,screen_dead_pixel
D008086,Line B,Standard,LineB-STA-03086,2026-05-28,FALSE,
D008148,Line B,Standard,LineB-STA-03148,2026-05-28,FALSE,
D008192,Line B,Standard,LineB-STA-03192,2026-05-28,FALSE,
D008239,Line B,Standard,LineB-STA-03239,2026-05-28,FALSE,
D008284,Line B,Standard,LineB-STA-03284,2026-05-28,FALSE,
D008399,Line B,Standard,LineB-STA-03399,2026-05-28,TRUE,solder_joint
D008413,Line B,Standard,LineB-STA-03413,2026-05-28,FALSE,
D008436,Line B,Standard,LineB-STA-03436,2026-05-28,FALSE,
D008518,Line B,Standard,LineB-STA-03518,2026-05-28,FALSE,
D008561,Line B,Standard,LineB-STA-03561,2026-05-28,FALSE,
D008615,Line B,Standard,LineB-STA-03615,2026-05-28,FALSE,
D008695,Line B,Standard,LineB-STA-03695,2026-05-28,FALSE,
D008774,Line B,Standard,LineB-STA-03774,2026-05-28,FALSE,
D008776,Line B,Standard,LineB-STA-03776,2026-05-28,FALSE,
